263.04276,262.7986,262.56424,262.31033,262.07205
263.25565,263.18533,263.00174,262.80838,262.49197
263.39822,263.21072,263.24197,263.17557,262.9705

270.9064,270.70132,270.53336,270.39078,270.2814
271.00406,271.0021,270.89273,270.7814,270.54703
270.9904,270.8654,270.99234,271.02945,270.94156

274.62714,273.90643,273.21893,272.799,272.52557
274.90643,274.65643,274.12323,273.67987,273.09003
274.97284,274.799,274.8205,274.5783,273.9709

282.07288,281.5631,280.9225,280.54358,280.32483
282.3014,282.31897,282.06702,281.74866,281.2057
282.2135,282.2135,282.48694,282.4967,282.13342

287.27197,286.74463,286.0083,285.6333,285.43213
287.5083,287.52588,287.25635,286.95166,286.36768
287.4048,287.3833,287.68408,287.71533,287.3501

290.44086,289.79047,288.9272,288.47015,288.20062
290.73578,290.66742,290.3061,289.89984,289.23187
290.60883,290.57953,290.84906,290.81586,290.35297

292.79486,292.17767,291.3847,290.9726,290.74213
293.16986,293.15424,292.83002,292.45892,291.82025
293.1347,293.20892,293.5312,293.5351,293.08783

290.95142,290.37134,289.63696,289.2483,289.02563
291.32642,291.25024,290.92212,290.5647,289.9807
291.37915,291.3401,291.54712,291.50024,291.094

286.85242,286.31726,285.65906,285.32117,285.15125
287.14734,287.07117,286.7489,286.41492,285.92664
287.19226,287.07898,287.26062,287.21765,286.85828

279.645,279.19772,278.63327,278.33444,278.1606
279.98093,279.90866,279.60397,279.29343,278.84225
280.0649,279.98483,280.0903,280.01413,279.69186

276.1157,275.7231,275.29538,275.01218,274.82077
276.29147,276.2368,276.01804,275.76804,275.36374
276.3325,276.25046,276.3481,276.311,276.08835

273.72034,273.3473,273.01917,272.8141,272.67932
274.0094,274.0172,273.76917,273.56604,273.24377
274.08557,274.08557,274.27112,274.2516,273.96838

270.1979,269.85416,269.53775,269.30142,269.13345
270.41666,270.3483,270.16275,269.97525,269.62173
270.56314,270.40298,270.52017,270.48697,270.22525

271.35333,271.04083,270.78302,270.57404,270.40997
271.46857,271.49005,271.38458,271.25763,270.93146
271.492,271.4959,271.7127,271.7674,271.57013

274.88208,274.45825,273.98755,273.69263,273.50513
275.2473,275.21216,274.96802,274.70435,274.2473
275.427,275.41333,275.59692,275.55396,275.1848

280.8366,280.36005,279.72528,279.40692,279.2331
281.08856,281.1159,280.8698,280.58466,280.05145
281.06122,281.0573,281.35223,281.37372,281.00262

284.90356,284.4192,283.81763,283.4817,283.29224
285.16724,285.17114,284.92505,284.6516,284.15356
285.15942,285.18872,285.4231,285.4192,285.0774

289.44806,288.96173,288.33478,288.00665,287.83282
289.7508,289.7293,289.46368,289.17072,288.67657
289.76447,289.77423,289.99493,289.98517,289.64337

290.57788,290.02905,289.29077,288.9353,288.75366
290.91772,290.8943,290.5935,290.26147,289.6814
290.9431,290.9431,291.18335,291.156,290.74585

292.20795,291.64154,290.91107,290.5146,290.27435
292.5556,292.4931,292.16693,291.79974,291.1728
292.50873,292.47162,292.68646,292.62982,292.18256

288.31067,287.8263,287.1349,286.80676,286.6349
288.62903,288.60168,288.32043,288.00403,287.47473
288.63098,288.5802,288.8263,288.81262,288.42786

278.86304,278.43726,277.82202,277.51733,277.33374
279.11694,279.09155,278.81616,278.531,278.02905
279.0857,278.9314,279.12866,279.11694,278.80835

277.7551,277.47775,277.13205,276.96994,276.89963
277.76096,277.74142,277.58908,277.43674,277.17697
277.7844,277.55392,277.6633,277.68478,277.58517

270.83325,270.50513,270.24927,270.05786,269.9231
271.011,270.78833,270.552,270.32153,270.05786
271.33716,271.09888,270.9563,270.77856,270.52856

269.65295,269.401,269.19006,269.0182,268.89124
269.7506,269.71155,269.56702,269.41077,269.1471
269.81702,269.78577,269.8678,269.83264,269.62756

269.8381,269.50607,269.15842,268.91037,268.72678
270.11545,270.09982,269.92795,269.72092,269.33615
270.16623,270.15256,270.31076,270.31076,270.09006

268.4326,268.09665,267.71188,267.37595,267.08688
268.6533,268.6689,268.50876,268.2783,267.8447
268.6826,268.75876,268.9326,268.92673,268.665

280.60986,279.9165,279.16455,278.70166,278.4204
281.04736,280.8755,280.47314,280.0376,279.38135
281.12158,280.9712,281.07666,280.96338,280.52588

